id,cd,emd
04379243/700f59abde33ee3ec2d043ecbc42284c,0.006970181,0.002575037
04379243/6f87c833355679ef36b0f2a1430e993a,0.005146331,0.0021242588
04379243/61aea77ab9adadfb3eeddbccbf885e99,0.012313513,0.0030582184
04379243/2444551d00693a0fab610b0c94236463,0.00973716,0.0035650062
04379243/8654b644c766dd23d1dcc55e36186e4e,0.0048646247,0.002822642
04379243/a12a759155f4d0ed7eaa96064512efab,0.010316566,0.0048117638
04379243/8862cddf90fddb3119fb4103277a6b93,0.0051603094,0.002575876
04379243/a00b79f779bbf4d7bdfce662c3df88af,0.004399838,0.0021486338
04379243/82e5309809e455d5f15fed2243deb166,0.0072744233,0.0029078654
04379243/9a5cb4122d518111b339f790b1757e92,0.0068281433,0.0021909636
04379243/41d9b3064aca3c74e7d71bdc5700ff8b,0.005599662,0.002309063
04379243/3ac426922252c21a855931d119219022,0.005042391,0.0023630077
04379243/5b0ca203bc4021a2cf9ca735ff10053c,0.011574331,0.003076621
04379243/76de9805c6e208e6b2644d7d4d7ea2c7,0.004571558,0.0018748387
04379243/913d774c845a0d7edc889d1ef9591d24,0.010537933,0.0020211407
04379243/a757f06addc26f314b3c42e318f3affc,0.005700535,0.0024279389
04379243/ce96139ae5a4dbfa55f46d55537192b6,0.0074051768,0.0029546719
04379243/17e773bf0007544ce76bc197b3a3ffc0,0.0049284454,0.002850338
04379243/5bbc7d606ddd5d17e492aefec5dc15c7,0.0052781827,0.0047379863
04379243/bf2a153556edcdc96325dd85752d9221,0.004124162,0.0020299726
04379243/30e0f3d959b16c64473f10e6caaeca56,0.00825728,0.004741066
04379243/945565e4684886ea9db6feaa7eb1b013,0.0066929935,0.002116833
04379243/6f92486fa7a1aea221ab9b8a0e862145,0.005124621,0.001736017
04379243/8653180e64d70a47b3cf15c77de45986,0.0073328996,0.0030020478
04379243/a223fb0172d705fc3234880d6f34f7eb,0.006507031,0.0028123702
04379243/8c89f56df87eab907e5207b5eb59c49c,0.005042816,0.0016270494
04256520/5f5150a80e5be6159141f9b58470d646,0.0069405017,0.0028533482
04256520/d255253a4af43b4d4cb1d8db6be39c65,0.0063213278,0.002500627
04256520/80e34c832c4881c1c1acd07b40d583e7,0.011098435,0.00287015
04256520/2fc5cf498b0fa6de1525e8c8552c3a9c,0.010053419,0.0018537244
04256520/a996982326ffe668593ebeeedbff73b,0.009179562,0.0030302517
04256520/360c1058f401dd27fbc060fd555478,0.0107498225,0.0029378948
04256520/7525a8d905a7aef4b3c42e318f3affc,0.0110031385,0.0028803984
04256520/e9e54de1814ccae5bbb6a513934583ce,0.011838984,0.0011445901
04256520/fc7b96235eef479075becd8a4c3f1866,0.009638017,0.0015522976
04256520/241bf145fb2d14e67ec0186a79b9da3b,0.009901383,0.0027303817
04256520/98e474a6bbaef456febad4f49b26ec52,0.010925312,0.0023736937
04256520/4e05ca172c988b72dc1f6c4cdb4bb9b3,0.009494074,0.0027675412
04256520/69f6a6087f0da861af8fee88d245152b,0.008174381,0.0022305483
04256520/79bea3f7c72e0aae490ad276cd2af3a4,0.011029365,0.0027082043
04256520/a4fd0a514cabe8c34fb315ce917a9ec2,0.014361693,0.0029122196
04256520/978dcc1e9c3f9a3f92a31ec18c4e190a,0.011431554,0.002691684
04256520/336ac1316e0d5cb7e6fe3612af521500,0.011471488,0.0014593655
04256520/f2fbd71be2c50fd89fb1d3c5138b2800,0.009607751,0.0018153305
04256520/2ee577ae974272dc9faa444e7f5fd692,0.01639815,0.0016072732
04256520/31256698e33ac007dc149927e19d9b07,0.0073268134,0.0018274161
04256520/ff5aa5eb5ed4041c1ef9727a7f361b49,0.011952093,0.0024719767
04256520/9e63faa55910e20714038d588fd1342f,0.0100798,0.0026981405
04256520/bb4441db7c68a4cec7c8ce3bef5c2aa9,0.010282019,0.002224659
04256520/b543411f1fce1f30e6fe3612af521500,0.008453075,0.0019331765
04256520/e51d445efd61b1e4e1296b473bec7902,0.008069875,0.0031324397
04256520/5d2c7b6f863379f1788963ea499c61d,0.011644261,0.0035077927
04256520/f990194a8401d8de68c2f5eb1dd4dfaa,0.008183746,0.0028647603
04256520/7ddd55ed6481457d4211cc92ec35b195,0.014093919,0.0022035402
04256520/aa7489c9c7cd0c1dc3a1be62b60323a7,0.015094539,0.0036663436
04256520/430d315cdf5b3ca7963845a6a5eacb6c,0.014671252,0.003938612
04256520/bfc0c2ab5bcaa2df9442d81743a735a1,0.00946242,0.0023560342
04256520/253ca4f655355b6f8bc1f8036e08e44,0.014646126,0.0031890527
04256520/12cae0fa5180fce64b7366b9d17acf07,0.014061381,0.0019064811
04256520/642883f79c9131d842c47c8032438a1,0.011690052,0.005488289
04256520/23780fffcd205ae9f1ce854e012143bd,0.010319093,0.0026588927
04256520/33eb5d4c6ebbd6b1327289c00b6dc9ca,0.009593219,0.0016421957
04256520/d6f81af7b34e8da814038d588fd1342f,0.010190094,0.0027657114
04256520/3420ef8b6b20595e1b7dbdf53d301715,0.012259289,0.001608459
04256520/5b7b8b094a52794675543092060e57fe,0.010760839,0.004356346
04256520/8d91786e13808f73e4248277d408e4b7,0.010113604,0.002709226
04256520/d9bb77735ff0963ae7e684d25d4dcaf0,0.010087594,0.004882934
04256520/fee915afe193518dc036a40816608369,0.009530377,0.0032648796
04256520/99d036d409c1fc366f12b402757e5b72,0.0076216073,0.0019324064
04256520/3f79bfdf49c2b654c397356311cbeea4,0.010132103,0.002219174
04256520/4e37752b33506d0313dd6eafe1477be1,0.010106856,0.0020811295
04256520/9e0feaee4da30fe7fa038765e58dd68,0.009171268,0.0027520612
04256520/ce863933e9e5193322d11432250c3331,0.00920143,0.0025477412
04256520/b526808fe0903b4484e132150e6e3ece,0.01084967,0.002541074
04256520/6051f687d35c6ba577dfa90ae0b0a3ed,0.009934218,0.0019991407
04256520/d21b63623023b40a593ebeeedbff73b,0.00917344,0.002491498
04256520/4da74e02ba23a7e98ec703e791db2af5,0.010086255,0.0018398796
04256520/f736f06f8fd04e1119fb4103277a6b93,0.009326577,0.0030394704
04256520/d562328792a3314519fb4103277a6b93,0.024530504,0.004394281
04256520/c3e86ca4f6ca077459d0a47cd36512,0.015142157,0.0027623905
04256520/47ad0af4207beedb296baeb5500afa1a,0.009303996,0.0018880208
04256520/e03c28dbfe1f2d9638bb8355830240f9,0.010462809,0.0034597924
04256520/d053e745b565fa391c1b3b2ed8d13bf8,0.010111909,0.0025628083
